城市,楼宇名称,纬度,经度,高度(米),高度分档,用途分类,数据来源,近距簇,地址
雅加达,A,-6.1533325,106.7960004,145.7,≥80米,综合体,官方(DPMPTSP),,Jl. Prof. Dr. Latumeten No.33 Tower A
雅加达,Citadines Gatot Subroto Jakarta,-6.240006,106.8368985,145.6,≥80米,酒店,官方(DPMPTSP),,"JL. JEND GATOT SUBROTO KAV.64 NO.177A MENTENG DALAM, TEBET, KOTA JAKARTA SELATAN"
雅加达,JAKARTA STOCK EXCHANGE TOWER I,-6.2232778,106.8089323,145.5,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav. 52-53, Kel. Senayan, Kec. Kebayoran Baru, Kota Administrasi Jakarta Selatan"
雅加达,C,-6.1541247,106.7968612,145.4,≥80米,综合体,官方(DPMPTSP),,Jl. Prof. DR. Latumenten No. 33 Tower C
雅加达,Apartemen Ancol Mansion Tower 1,-6.1215161,106.8456555,145.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Pasir Putih II No. 11 RT 013 & 014 RW 010, Kel. Ancol, Kec. Pademangan, Jakarta Utara"
雅加达,A,-6.2433408,106.7845019,145.0,≥80米,公寓,官方(DPMPTSP),JKT-016,Jl. Sultan Iskandar Muda
雅加达,B,-6.1533341,106.7966679,145.0,≥80米,综合体,官方(DPMPTSP),,Jl. Prof. Dr. Latumenten No. 33 Tower B
雅加达,AMBASADOR SUITES TOWER,-6.1894232,106.7390869,144.7,≥80米,综合体,官方(DPMPTSP),,Jalan Kembang Kerep No. 10 G
雅加达,The Grove Suites by Grand Aston,-6.2178011,106.8344309,144.5,≥80米,公寓,官方(DPMPTSP),,"Kawasan Rasuna Epicentrum, Jl. H. R. Rasuna Said, Kuningan, Setiabudi, South Jakarta City, Jakarta 12960"
雅加达,The East Tower,-6.2292909,106.8250206,144.2,≥80米,写字楼,官方(DPMPTSP),JKT-017,Jl. Dr. Ide Anak Agung Gde Agung Kav. E 3.2 No.1
雅加达,Hotel Mulia Senayan Jakarta,-6.2153419,106.7974164,144.2,≥80米,酒店,官方(DPMPTSP),,JL. Asia Afrika Senayan Jakarta RT.02 RW.01 Kelurahan Gelora Kecamatan Tanah Abang Jakarta Pusat
雅加达,Sopo Del Office Tower,-6.2305823,106.8239322,143.0,≥80米,写字楼,官方(DPMPTSP),,Jl. Mega Kuningan Barat
雅加达,Alamanda Tower,-6.1967868,106.8165658,142.2,≥80米,综合体,官方(DPMPTSP),,"Jl. Kebon Kacang Raya No.3, RT.3/RW.8"
雅加达,Edelweiss Tower,-6.1970365,106.8170639,142.2,≥80米,综合体,官方(DPMPTSP),,"Jl. Kebon Kacang Raya No.3, RT.3/RW.8"
雅加达,Crysant Tower,-6.1977311,106.8165423,142.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Kebon Kacang Raya No.3, RT.3/RW.8"
雅加达,Daisy Tower,-6.1975105,106.8170533,142.1,≥80米,综合体,官方(DPMPTSP),JKT-018,"Jl. Kebon Kacang Raya No.3, RT.3/RW.8"
雅加达,Rajawali Place (Tower Kantor),-6.2066081,106.8284156,142.0,≥80米,写字楼,官方(DPMPTSP),,Jl. H. R. Rasuna Said Kav. B/4
雅加达,BOTANICA RESIDENCES TOWER 3,-6.232805,106.7897588,141.9,≥80米,综合体,官方(DPMPTSP),,JL. SULTAN ISKANDAR MUDA NO. 8 RT. 5/RW. 3
雅加达,Bougenville Tower,-6.1972621,106.8165561,141.9,≥80米,综合体,官方(DPMPTSP),,"Jl. Kebon Kacang Raya No.3, RT.3/RW.8"
雅加达,WTC 3,-6.2146194,106.8208709,141.4,≥80米,写字楼,官方(DPMPTSP),,Jalan Jendral Sudirman Kav. 29-31
雅加达,TEMPO SCAN TOWER,-6.2353875,106.8291535,141.3,≥80米,写字楼,官方(DPMPTSP),,"Jl. H. R. Rasuna Said, RT.5/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950"
雅加达,Wisma GKBI,-6.2174195,106.8129091,141.2,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.28, RT.14/RW.1"
雅加达,RDTX SQUARE,-6.2178325,106.818785,141.1,≥80米,写字楼,官方(DPMPTSP),,"Jl. Prof. DR. Satrio No.164, RT.4/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,Apartemen Ancol Mansion Tower 1,-6.1221403,106.8453164,141.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Pasir Putih II No. 11 RT 013 & 014 RW 010, Kel. Ancol, Kec. Pademangan, Jakarta Utara"
雅加达,XL AXIATA TOWER,-6.2270807,106.8325629,141.0,≥80米,写字楼,官方(DPMPTSP),,Jalan Haji R. Rasuna Said Blok X-5 No. 12 dan 11 Sebagian
雅加达,Office Tower,-6.2428651,106.7834812,140.8,≥80米,写字楼,官方(DPMPTSP),,Jl. Sultan Iskandar Muda No.8
雅加达,Cosmo Terrace,-6.194184,106.815122,140.7,≥80米,公寓,官方(DPMPTSP),JKT-019,Jl. K.H. Mas Mansyur No.1
雅加达,The City Tower,-6.1991412,106.8236179,140.5,≥80米,写字楼,官方(DPMPTSP),,Jl. MH Thamrin No. 81
雅加达,MENARA BRILIAN,-6.2406905,106.8364551,140.0,≥80米,写字楼,官方(DPMPTSP),,JL. GATOT SUBROTO NO 177A KAV 64
雅加达,MONTEVERDE TOWER,-6.2141708,106.8342606,139.3,≥80米,综合体,官方(DPMPTSP),,Jl. H. Cokong No 6 Kav 6 RT 3 RW 1
雅加达,SUDIRMAN TOWER CONDOMINIUM TOWER B,-6.2201997,106.8160252,139.2,≥80米,综合体,官方(DPMPTSP),,"Jalan Garnisun Dalam No.8, RT.5/RW.4, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,La Vie All Suites Apartment,-6.2181191,106.8288828,138.8,≥80米,公寓,官方(DPMPTSP),,JL.KARET BELAKANG RT18/ JL. GENTENG IJO
雅加达,Menara Imperium,-6.2102382,106.8314559,138.7,≥80米,写字楼,官方(DPMPTSP),,"Jl. HR. Rasuna Said Kav 1, RT 006 RW 001"
雅加达,SIMA OFFICE TOWER,-6.293833,106.8055141,138.7,≥80米,写字楼,官方(DPMPTSP),,JL. TB. SIMATUPANG KAV. 16
雅加达,Apartement Grand Madison - Madison Park - Magnolia,-6.1770755,106.7873087,138.4,≥80米,综合体,官方(DPMPTSP),,"Jl. Tanjung Duren Timur No.35, RT.10 / RW.5"
雅加达,La Vie All Suites Apartment,-6.2182534,106.8294747,138.2,≥80米,公寓,官方(DPMPTSP),,JL.KARET BELAKANG RT18/ JL. GENTENG IJO
雅加达,MRCCC SILOAM  HOSPITALS SEMANGGI,-6.2190971,106.8172264,138.1,≥80米,医院,官方(DPMPTSP),,"Jl. Garnisun 1 No.2-3 5, RT.5/RW.4,"
雅加达,Menara Kuningan,-6.218456,106.8305991,138.0,≥80米,写字楼,官方(DPMPTSP),,"Jl. H. R. Rasuna Said Blok X-7 Kav. 5 RT 006 RW 007, Kel. Karet Kuningan, Kec. Setiabudi, Jakarta Selatan"
雅加达,Kantor Graha BNI 46,-6.2034319,106.8212834,137.2,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.Kav 1, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250"
雅加达,The Convergence Indonesia,-6.2165323,106.8352785,137.1,≥80米,写字楼,官方(DPMPTSP),,"Kawasan Rasuna Epicentrum, Jalan HR. Rasuna Said, RT. 2/RW. 5, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,Menara Batavia,-6.2107614,106.8156334,136.8,≥80米,写字楼,官方(DPMPTSP),,JL. K.H. MAS MANSYUR KAV. 126 RT 009 / 003
雅加达,City Walk Sudirman,-6.2089418,106.8184173,136.5,≥80米,商场,官方(DPMPTSP),,Jl. K.H. Mas Mansyur Kav. 121 RT13/ RW11
雅加达,Liberty,-6.1024676,106.7398633,136.2,≥80米,写字楼,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,Eiffel,-6.1030032,106.7401265,136.2,≥80米,写字楼,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,The Newton 1,-6.220957,106.8186379,135.9,≥80米,综合体,官方(DPMPTSP),,JL. Karet Sawah No. 219 RT. 003/RW. 003
雅加达,Tower 3,-6.2290489,106.8023493,135.8,≥80米,综合体,官方(DPMPTSP),,"Jl. Senopati No.41, RT.8/RW.2, Senayan, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190"
雅加达,APARTEMEN MENTENG PARK (TOWER 2/SAPPHIRE),-6.1909146,106.8400253,135.7,≥80米,综合体,官方(DPMPTSP),,Jl. Cikini Raya No. 79 RT. 02 RW. 02
雅加达,The Capital Residence ( Menara B & C ),-6.2252104,106.8114224,135.4,≥80米,综合体,官方(DPMPTSP),,"Kawasan SCBD Lot 24, Jl. Jend. Sudirman No. 52-53"
雅加达,Terra Verde Tower,-6.2145891,106.8349798,135.3,≥80米,综合体,官方(DPMPTSP),,"Jl. Kuningan Mulia Boulevard, RT.4/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920"
雅加达,Apartemen Sudirman Park Tower 2A,-6.2053926,106.818113,135.2,≥80米,公寓,官方(DPMPTSP),,Jl. KH. Mas Mansyur Kav. 35 RT 12 / RW 11
雅加达,Nice Garden,-6.1496124,106.8919192,134.9,≥80米,综合体,官方(DPMPTSP),,Komplek Kelapa Gading Square Jl. Boulevard Barat Kelapa Gading RW. 19
雅加达,Hotel Ayana Midplaza Jakarta,-6.2090382,106.8197146,134.7,≥80米,公寓,官方(DPMPTSP),,Jl. Jenderal Sudirman No.Kav 10-11
雅加达,Mal dan Aparetemen Ambassador,-6.2240214,106.8274019,134.4,≥80米,商场,官方(DPMPTSP),,"Jl. Prof. DR. Satrio No.65, RT.11/RW.4,"
雅加达,Apartemen Sudirman Park Tower 3B,-6.2059201,106.8182259,134.1,≥80米,公寓,官方(DPMPTSP),,Jl. KH. Mas Mansyur Kav. 35 RT 12 / RW 11
雅加达,AKR Gallery West Residence,-6.1926247,106.7675037,133.4,≥80米,公寓,官方(DPMPTSP),,JL. PANJANG NO. 5 / JL. PERJUANGAN RT.11/10
雅加达,GRAHA MANDIRI,-6.1974555,106.8246468,133.3,≥80米,写字楼,官方(DPMPTSP),,JL. IMAM BONJOL NO. 61 RT.8/RW.4
雅加达,BAYWALK MALL,-6.1075094,106.7784876,133.2,≥80米,商场,官方(DPMPTSP),JKT-006,JALAN PLUIT KARANG AYU BLOK B1 UTARA
雅加达,The Bellagio Residence,-6.2270897,106.824401,132.9,≥80米,综合体,官方(DPMPTSP),,Jalan Mega Kuningan Barat Kav. E4 No. 3 RT 005/002
雅加达,MENARA BIDAKARA 1,-6.2418303,106.8413468,132.7,≥80米,写字楼,官方(DPMPTSP),JKT-020,Jl. Gatot Subroto Kav.71-73
雅加达,Apartemen Sudirman Park 1A,-6.2050078,106.8180367,132.6,≥80米,公寓,官方(DPMPTSP),,Jl. KH. Mas Masnyur Kav. 35 Tower 1A RT 12 / RW 11
雅加达,Apartemen Sudirman Park Tower 4B,-6.2062917,106.8183084,132.6,≥80米,公寓,官方(DPMPTSP),,Jl. KH. Mas Mansyur Kav. 35 RT 12 / RW 11
雅加达,Lyon Garden,-6.1498945,106.8923849,132.6,≥80米,综合体,官方(DPMPTSP),,Komplek Kelapa Gading Square Jl. Boulevard Barat Kelapa Gading RW. 19
雅加达,Lourdes Garden,-6.1493487,106.8914628,132.6,≥80米,综合体,官方(DPMPTSP),,Komplek Kelapa Gading Square Jl. Boulevard Barat Kelapa Gading RW. 19
雅加达,（无名）,-6.2898385,106.8071309,132.2,≥80米,未分类,官方(DPMPTSP),JKT-021,—
雅加达,Menara Merdeka,-6.1792196,106.820866,132.2,≥80米,写字楼,官方(DPMPTSP),,"Jl. Budi Kemuliaan I No. 2 RT 002 RW 003, Kelurahan Gambir, Kecamatan Gambir, Jakarta Pusat"
雅加达,Green Central City (Tower C),-6.1475575,106.8142354,132.2,≥80米,综合体,官方(DPMPTSP),,"Jl. Gajah Mada No.118 RT 010/RW 005, Glodok, Taman Sari, Jakarta Barat, DKI Jakarta, 11120"
雅加达,East Tower Essence Darmawangsa,-6.2579934,106.805667,132.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Darmawangsa-X No.86, RT.007 RW.008"
雅加达,TOWER 2,-6.2286626,106.8024501,132.1,≥80米,综合体,官方(DPMPTSP),,"JL. SENOPATI RAYA NO. 41 RT.008 RW.002 KEL. SENAYAN KEC. KEBAYORAN BARU, JAKARTA SELATAN"
雅加达,PASAR BARU MANSION,-6.1628584,106.832314,132.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Pintu Air V No.53, RT.4/RW.2"
雅加达,Green Central City (Tower B),-6.14745,106.8147648,132.0,≥80米,综合体,官方(DPMPTSP),,"Jl. Gajah Mada No.118 RT 010/RW 005, Glodok, Taman Sari, Jakarta Barat, DKI Jakarta, 11120"
雅加达,MNC Tower,-6.1841219,106.831503,131.9,≥80米,写字楼,官方(DPMPTSP),,"Jalan Kebon Sirih Kav 17-19, MNC Plaza Lantai 2, Podium 2, RT.15/RW.7, Kb. Sirih, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340"
雅加达,NORTHLAND,-6.130038,106.83978,131.9,≥80米,综合体,官方(DPMPTSP),,JL. BUDI MULIA SIAGA 5 NO. 26 RT 011 RW 011
雅加达,Lippo North tower,-6.2610773,106.8123494,131.7,≥80米,综合体,官方(DPMPTSP),,"Jl. Kemang VI No.6, RT.12/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150"
雅加达,Apartemen Sudirman Hill,-6.2111015,106.8134563,131.7,≥80米,公寓,官方(DPMPTSP),,Jl. Karet Pasar Baru Barat V No. 92 RT 013 RW003
雅加达,Paris Garden,-6.1504949,106.8934165,131.7,≥80米,综合体,官方(DPMPTSP),,Komplek Kelapa Gading Square Jl. Boulevard Barat Kelapa Gading RW. 19
雅加达,The Bellagio Residence,-6.2276196,106.8241121,131.6,≥80米,综合体,官方(DPMPTSP),,Jalan Mega Kuningan Barat Kav. E4 No. 3 RT 005/002
雅加达,APARTEMEN MENTENG PARK (TOWER 3/DIAMOND),-6.1900741,106.840806,131.5,≥80米,综合体,官方(DPMPTSP),,Jl. Cikini Raya No. 79 RT. 02 RW. 02
雅加达,Sentral Senayan III,-6.2270695,106.7989957,131.4,≥80米,综合体,官方(DPMPTSP),,Jl. Asia Afrika No. 8
雅加达,The Capital Residence ( B & C ),-6.2254821,106.8113383,131.1,≥80米,综合体,官方(DPMPTSP),,"Kawasan SCBD Lot 24, Jl. Jend. Sudirman No. 52-53"
雅加达,Apartement Lippo Mall,-6.2619346,106.8126598,130.8,≥80米,综合体,官方(DPMPTSP),JKT-022,"Jl. Kemang VI No.6, RT.12/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150"
雅加达,permata hijau suite,-6.2123802,106.7845091,130.7,≥80米,综合体,官方(DPMPTSP),,Jl. Raya Kebayoran Lama No. 55
雅加达,APARTEMEN MENTENG PARK (TOWER 1/EMERALD),-6.1912817,106.839659,130.7,≥80米,综合体,官方(DPMPTSP),,Jl. Cikini Raya No. 79 RT. 02 RW. 02
雅加达,JW MARRIOT,-6.2271706,106.8270557,130.3,≥80米,综合体,官方(DPMPTSP),,Jl. Dr. Ide Agung Anak Gde Agung Kav. E.1-2
雅加达,HOTEL JW MARRIOT,-6.227145,106.8274254,130.3,≥80米,综合体,官方(DPMPTSP),,Jl. Dr. Ide Agung Anak Gde Agung Kav. E.1-2
雅加达,PASAR BARU MANSION,-6.1624379,106.8322093,130.0,≥80米,综合体,官方(DPMPTSP),,"Jl. Pintu Air V No.53, RT.4/RW.2"
雅加达,Mangga Dua Residence,-6.1398855,106.8272674,130.0,≥80米,公寓,官方(DPMPTSP),JKT-023,Jl. Mangga Dua Abdad / Jl. Pangeran Jayakarta No.111 RT 011RW 007
雅加达,Rosewood,-6.2367232,106.7874003,129.9,≥80米,综合体,官方(DPMPTSP),,JL. PAKUBUWONO VI NO. 70 RT. 003 RW. 001
雅加达,Apartemen Izzara (South),-6.2952523,106.8058726,129.8,≥80米,公寓,官方(DPMPTSP),,"Jl. TB Simatupang No. Kav. 16, Cilandak Tim., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430"
雅加达,Apartemen Puri Imperium,-6.2095791,106.8327714,129.6,≥80米,综合体,官方(DPMPTSP),,Jl Kuningan Madya No.5
雅加达,THE MANSION AT KEMANG,-6.2549011,106.8105087,129.4,≥80米,综合体,官方(DPMPTSP),JKT-024,Jl. Kemang Raya No.3-5 RT 13 RW 01
雅加达,VICTORIA,-6.2998907,106.797528,129.1,≥80米,综合体,官方(DPMPTSP),,Jl. TB simatupang No. 2 Jakarta Selatan
雅加达,GEDUNG VERDE TOWER EAST,-6.2141639,106.8329247,128.9,≥80米,综合体,官方(DPMPTSP),,"Jl. H. Cokong, RT.3/RW.1, Karet, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920"
雅加达,TOWER LUXURY,-6.1855811,106.7361657,128.9,≥80米,综合体,官方(DPMPTSP),,JL. PURI WANGI BLOK S
雅加达,The Elements Apartemen Tower I,-6.2166298,106.8344779,128.8,≥80米,公寓,官方(DPMPTSP),,Jl. H.R Rasuna Said
雅加达,Stature Residence,-6.1846746,106.828224,128.8,≥80米,综合体,官方(DPMPTSP),,Jl. Kebon Sirih 45-47 RT.008/RW.002
雅加达,The Capital Residence ( Menara A ),-6.2252971,106.8109915,128.5,≥80米,综合体,官方(DPMPTSP),,"Kawasan SCBD Lot 24, Jl. Jend. Sudirman No. 52-53"
雅加达,（无名）,-6.2897866,106.8068783,128.3,≥80米,未分类,官方(DPMPTSP),JKT-021,—
雅加达,APARTEMEN MENTENG PARK (TOWER 1/EMERALD),-6.1915651,106.8392876,128.3,≥80米,公寓,官方(DPMPTSP),,Jl. Cikini Raya No. 79 RT. 02 RW. 02
雅加达,Menara Mandiri Tower 1,-6.2241957,106.8078389,127.9,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.54-55 RT.5/RW.3, Senayan Kec. Kby. Baru Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190"
雅加达,Gedung BRI II,-6.2173801,106.8138686,127.8,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend Sudirman Kav. 44-46 No.14, RT.14/RW.1"
雅加达,Menara Sjafrudin Prawiranegara,-6.1813673,106.8215353,127.7,≥80米,未分类,官方(DPMPTSP),,—
雅加达,Apartemen Puri Imperium,-6.2098649,106.832469,127.6,≥80米,综合体,官方(DPMPTSP),,Jl. Kuningan Madya No. 5
雅加达,The Bellagio Mansion,-6.2283173,106.8279951,127.1,≥80米,综合体,官方(DPMPTSP),JKT-025,Jl. DR. Ide Agung Gde Agung Kav. E6 RT 005 RW 002
雅加达,AMSTERDAM TOWER,-6.1729379,106.7309668,126.5,≥80米,综合体,官方(DPMPTSP),,JL. LINGKAR LUAR BARAT NO. 1 BLOK A
雅加达,JAKARTA STOCK EXCHANGE TOWER 2,-6.2240134,106.8085843,126.4,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav. 52-53, Kel. Senayan, Kec. Kebayoran Baru, Kota Administrasi Jakarta Selatan"
雅加达,Menara Sun Life,-6.2301267,106.8256658,126.4,≥80米,写字楼,官方(DPMPTSP),,Jl. Lingkar Mega Kuningan
雅加达,THE MANHATTAN SQUARE,-6.2906882,106.810645,126.3,≥80米,写字楼,官方(DPMPTSP),,JL. LET. JEND. TB. SIMATUPANG KAV. 1S
雅加达,Menara 165,-6.2907257,106.8097311,126.3,≥80米,写字楼,官方(DPMPTSP),,JL TB SIMATUPANG KAV 1 RT 003 RW 003
雅加达,PLAZA BPJAMSOSTEK,-6.2073684,106.8288778,126.2,≥80米,商业类,官方(DPMPTSP),,Jl. HR. Rasuna Said Kav. 112 B
雅加达,Perpustakaan Nasional,-6.1816816,106.82684,126.2,≥80米,写字楼,官方(DPMPTSP),,Jl Medan Merdeka Selatan no. 11
雅加达,The H Tower,-6.2196011,106.8322642,125.9,≥80米,写字楼,官方(DPMPTSP),,"Jalan Haji R. Rasuna Said Kav. 20, RT.1/RW.5, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,Menara Mandiri Tower 2,-6.2239766,106.8072405,125.9,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.54-55 RT.5/RW.3, Senayan Kec. Kby. Baru Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190"
雅加达,Louvre,-6.2217316,106.7824611,125.9,≥80米,综合体,官方(DPMPTSP),,Jl. Letjen Soepeno No.34
雅加达,PACIFIC PLACE MALL,-6.2245873,106.8098033,125.8,≥80米,商场,官方(DPMPTSP),,SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 LOT. 3 RT/005 RW/001
雅加达,Versailles,-6.2221969,106.7833397,125.6,≥80米,综合体,官方(DPMPTSP),,Jl. Letjen Soepeno No.34
雅加达,Mangkuluhur ARTOTEL Suites,-6.2214962,106.8156199,125.5,≥80米,综合体,官方(DPMPTSP),,"Jl. Gatot Subroto Kav. II No.3, RT.1/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,Redwood,-6.2368123,106.784394,125.3,≥80米,综合体,官方(DPMPTSP),,"Jl. Sultan Iskandar Muda No. 12, RT. 7 / RW. 1"
雅加达,The Grove Suites by Grand Aston,-6.2182726,106.8343187,125.3,≥80米,公寓,官方(DPMPTSP),,"Kawasan Rasuna Epicentrum, Jl. H. R. Rasuna Said, Kuningan, Setiabudi, South Jakarta City, Jakarta 12960"
雅加达,Evian Garden,-6.1502498,106.8930178,125.1,≥80米,综合体,官方(DPMPTSP),,Komplek Kelapa Gading Square Jl. Boulevard Barat Kelapa Gading RW. 19
雅加达,SAN FRANCISCO TOWER,-6.1727431,106.731518,125.1,≥80米,综合体,官方(DPMPTSP),,JL. LINGKAR LUAR BARAT NO. 1 BLOK A
雅加达,Marygold,-6.1758941,106.7889898,125.0,≥80米,公寓,官方(DPMPTSP),,Jl. S. Parman Kav. 28  (Jl. Mediterania Garden)
雅加达,APARTEMEN LA MAISON BARITO,-6.2465621,106.7942723,124.7,≥80米,综合体,官方(DPMPTSP),,"Jl. BARITO II No. 56,"
雅加达,Emerald Tower,-6.1981862,106.8494989,124.7,≥80米,综合体,官方(DPMPTSP),,JL. Salemba Raya No. 16
雅加达,The East,-6.2292033,106.8252374,124.6,≥80米,非住宅,官方(DPMPTSP),JKT-017,Jl. Dr. Ide Anak Agung Gde Agung Kav. E 3.2 No.1
雅加达,TOWER SUMMER,-6.2062597,106.8259613,124.3,≥80米,公寓,官方(DPMPTSP),,Jl. Setia Budi Tengah No. 7
雅加达,Lavender,-6.1762441,106.7896071,124.2,≥80米,公寓,官方(DPMPTSP),,Jl. S. Parman Kav. 28  (Jl. Mediterania Garden)
雅加达,LANDMARK CENTRE TOWER B,-6.2038981,106.8246245,124.1,≥80米,写字楼,官方(DPMPTSP),,Jalan Jend Sudirman Kav 1
雅加达,GOLD COAST APARTEMEN,-6.1024758,106.7388778,124.0,≥80米,综合体,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,Magnolia Spring Tower,-6.1665913,106.7291885,124.0,≥80米,综合体,官方(DPMPTSP),,Jl. Lingkar Luar Barat Kav. 8
雅加达,Citra Tower,-6.1581662,106.8522911,123.9,≥80米,写字楼,官方(DPMPTSP),,Jl. Benyamin Suaeb Kav. A6 RT.013 RW.06
雅加达,RSPPN Panglima Besar Soedirman,-6.2683245,106.7665668,123.9,≥80米,医院,官方(DPMPTSP),,"Jl. RC. Veteran Raya No. 178, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta"
雅加达,GOLD COAST APARTEMEN,-6.1025457,106.7382864,123.8,≥80米,综合体,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,Cedar Height Tower,-6.1660883,106.7292209,123.8,≥80米,公寓,官方(DPMPTSP),,Jl. Lingkar Luar Barat Kav. 8
雅加达,Apartemen Providence Park,-6.2238399,106.7870644,123.7,≥80米,综合体,官方(DPMPTSP),,Jl. Kalimaya No.27
雅加达,GOLD COAST APARTEMEN,-6.1020436,106.7392748,123.7,≥80米,综合体,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,Landmark Centre,-6.2036976,106.8237089,123.6,≥80米,写字楼,官方(DPMPTSP),,Jl. Jendral Sudirman kav 1
雅加达,Victoria,-6.2995299,106.7979923,123.6,≥80米,综合体,官方(DPMPTSP),,Jl. TB simatupang No. 2 Jakarta Selatan
雅加达,GOLD COAST APARTEMEN,-6.1022318,106.7377922,123.6,≥80米,综合体,官方(DPMPTSP),,JL. PANTAI INDAH KAPUK BOULEVARD
雅加达,Wisma Keiai Indonesia,-6.2059552,106.821404,123.5,≥80米,写字楼,官方(DPMPTSP),,Jl. Jend. Sudirman Kav. 3 RT.10 RW.09
雅加达,Apartemen Sudirman Mansion,-6.2261914,106.8056016,123.3,≥80米,综合体,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav. 59 No. 77, Jakarta 12190"
雅加达,Setiabudi Sky Garden (Tower 2),-6.2153825,106.8287181,122.9,≥80米,住宅类,官方(DPMPTSP),,"Jl. Setiabudi No.2 (Jl. Jabon 2), RT 018/ RW 02, DKI Jakarta 12940"
雅加达,TOWER SPRING,-6.2063252,106.826516,122.9,≥80米,综合体,官方(DPMPTSP),,Jl. Setia Budi Tengah No.7
雅加达,Sapphire Tower,-6.1978266,106.8498471,122.9,≥80米,综合体,官方(DPMPTSP),,JL. SALEMBA RAYA NO. 16
雅加达,HOTEL MANHATTAN,-6.2252128,106.8313374,122.8,≥80米,酒店,官方(DPMPTSP),,Jl. Prof. DR. Satrio No.Kav.19-24
雅加达,Sout Tower,-6.2622151,106.812653,122.8,≥80米,综合体,官方(DPMPTSP),JKT-022,"Kemang Village, Jl. Bangka Raya No.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720"
雅加达,SUDIRMAN TOWER CONDOMINIUM Tower A,-6.2204907,106.8162456,122.4,≥80米,综合体,官方(DPMPTSP),,"Jl. Garnisun 1 No.8 , RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,TOWER CRYSTAL,-6.1806431,106.7238777,122.4,≥80米,综合体,官方(DPMPTSP),,JL. PURI MANSION UTARA BOULEVARD
雅加达,TOWER BERLY,-6.1809833,106.7230508,122.3,≥80米,综合体,官方(DPMPTSP),,JL. PURI MANSION UTARA BOULEVARD
雅加达,TOWER AUTUMN,-6.2066739,106.8255978,122.2,≥80米,公寓,官方(DPMPTSP),,Jl. Setia Budi Tengah No.7
